d1,type,d2
DB01015,9,DB01254
DB00243,9,DB01595
DB04861,9,DB00215
DB01166,9,DB00398
DB01130,9,DB00582
DB06145,9,DB01254
DB09270,9,DB01275
DB08439,9,DB01026
DB06203,9,DB09065
DB00262,9,DB08881
DB01087,9,DB08820
DB00204,9,DB06290
DB09079,9,DB00661
DB00916,9,DB06290
DB09270,9,DB00316
DB00541,9,DB08874
DB00243,9,DB00362
DB08864,9,DB00353
DB08860,9,DB01030
DB00896,9,DB01232
DB00635,9,DB00503
DB00203,9,DB00932
DB01043,9,DB01390
DB01261,9,DB09063
DB09291,9,DB01182
DB00624,9,DB09063
DB00641,9,DB01001
DB08916,9,DB00715
DB00617,9,DB06717
DB00227,9,DB09477
DB00264,9,DB00333
DB00316,9,DB00834
DB00820,9,DB09054
DB06605,9,DB00661
DB00338,9,DB09118
DB04938,9,DB05521
DB01418,9,DB00199
DB06616,9,DB00344
DB08815,9,DB00872
DB01435,9,DB09073
DB01220,9,DB00317
DB00700,9,DB09074
DB01273,9,DB00927
DB06155,9,DB01254
DB01047,9,DB01232
DB01041,9,DB00834
DB06786,9,DB01118
DB06772,9,DB01254
DB00309,9,DB00257
DB06813,9,DB01009
DB00313,9,DB01018
DB00240,9,DB09073
DB00889,9,DB06717
DB00679,9,DB00502
DB00563,9,DB00936
DB00246,9,DB00673
DB01380,9,DB01357
DB09083,9,DB01264
DB00773,9,DB06290
DB06684,9,DB00619
DB00436,9,DB00496
DB00316,9,DB09063
DB00586,9,DB01118
DB00997,9,DB00518
DB00918,9,DB01211
DB06335,9,DB00243
DB00343,9,DB02703
DB01394,9,DB09462
DB06616,9,DB01037
DB00622,9,DB01264
DB08901,9,DB08881
DB01253,9,DB04898
DB00465,9,DB01032
DB01394,9,DB00371
DB08873,9,DB01167
DB00990,9,DB08820
DB08873,9,DB00673
DB00512,9,DB00936
DB08901,9,DB09280
DB01590,9,DB08874
DB00215,9,DB00338
DB00802,9,DB09297
DB06589,9,DB00281
DB00444,9,DB06290
DB00946,9,DB09063
DB09053,9,DB00759
DB04861,9,DB00238
DB01621,9,DB01264
DB08860,9,DB01166
DB00541,9,DB00831
DB09071,9,DB01232
DB00912,9,DB05521
DB00470,9,DB01118
DB00900,9,DB08880
DB00820,9,DB01118
DB00343,9,DB01254
DB00679,9,DB00976
DB00361,9,DB09330
DB00543,9,DB05812
DB09079,9,DB00448
DB00820,9,DB00220
DB09128,9,DB00289
DB06786,9,DB09118
DB00738,9,DB09073
DB01220,9,DB00458
DB00784,9,DB09063
DB08916,9,DB00281
DB00264,9,DB00623
DB00321,9,DB04898
DB04951,9,DB00201
DB01030,9,DB01200
DB01092,9,DB00763
DB01320,9,DB06712
DB00813,9,DB06290
DB05239,9,DB01118
DB00768,9,DB09118
DB00503,9,DB06290
DB00641,9,DB00635
DB01026,9,DB09048
DB01098,9,DB01011
DB00541,9,DB01244
DB00997,9,DB01394
DB00343,9,DB06717
DB00443,9,DB09118
DB06605,9,DB01072
DB08864,9,DB08827
DB09183,9,DB00673
DB00297,9,DB01580
DB00426,9,DB09063
DB04938,9,DB08820
DB00425,9,DB00091
DB06589,9,DB01086
DB08875,9,DB01232
DB00701,9,DB09063
DB00402,9,DB09118
DB00906,9,DB06717
DB01037,9,DB00977
DB06212,9,DB00951
DB01030,9,DB08816
DB01211,9,DB00673
DB01132,9,DB09048
DB00420,9,DB09048
DB08864,9,DB01217
DB04861,9,DB00333
DB00252,9,DB08958
DB01151,9,DB05521
DB00862,9,DB02703
DB01221,9,DB01254
DB00422,9,DB05812
DB00524,9,DB00809
DB00294,9,DB01254
DB00588,9,DB00673
DB00980,9,DB00622
DB06605,9,DB01319
DB09054,9,DB01026
DB00604,9,DB00646
DB00268,9,DB08881
DB06480,9,DB00672
DB00864,9,DB00196
DB00204,9,DB00196
DB00297,9,DB00335
DB01016,9,DB00582
DB09074,9,DB01232
DB06148,9,DB06290
DB00425,9,DB00681
DB00309,9,DB08865
DB00872,9,DB01194
DB00512,9,DB04743
DB00997,9,DB08864
DB09049,9,DB09280
DB09270,9,DB01023
DB00641,9,DB01093
DB00224,9,DB06290
DB01220,9,DB01204
DB01380,9,DB00977
DB01394,9,DB08874
DB00511,9,DB01087
DB01142,9,DB00584
DB01220,9,DB00836
DB00321,9,DB06290
DB01624,9,DB00196
DB00390,9,DB01149
DB09034,9,DB09054
DB09075,9,DB00864
DB01030,9,DB00206
DB00977,9,DB09073
DB00243,9,DB01253
DB00543,9,DB01340
DB06616,9,DB01007
DB08931,9,DB00519
DB06695,9,DB04855
DB00333,9,DB09063
DB00688,9,DB08880
DB08864,9,DB06712
DB00277,9,DB00468
DB00976,9,DB01167
DB01624,9,DB01072
DB06212,9,DB09054
DB00872,9,DB01175
DB00980,9,DB02703
DB08864,9,DB00582
DB00622,9,DB08881
DB09270,9,DB00813
DB00243,9,DB12001
DB00451,9,DB09118
DB00401,9,DB00196
DB08893,9,DB01264
DB09270,9,DB01206
DB00524,9,DB09076
DB01013,9,DB09070
DB00177,9,DB06210
DB09570,9,DB01589
DB04868,9,DB00834
DB01182,9,DB09167
DB00997,9,DB00966
DB01229,9,DB05812
DB00559,9,DB08816
DB09049,9,DB00584
DB01268,9,DB09118
DB08864,9,DB00502
DB00379,9,DB00673
DB00706,9,DB00673
DB00175,9,DB00353
DB01215,9,DB00220
DB00243,9,DB03796
DB00309,9,DB00091
DB01435,9,DB08933
DB08827,9,DB00199
DB00367,9,DB08933
DB00332,9,DB09065
DB06589,9,DB00351
DB00656,9,DB06290
DB09270,9,DB00705
DB00712,9,DB01032
DB00252,9,DB01101
DB09053,9,DB01118
DB00482,9,DB01032
DB08820,9,DB09054
DB06207,9,DB00624
DB01166,9,DB01128
DB01023,9,DB01254
DB01173,9,DB06290
DB00549,9,DB02703
DB01012,9,DB06717
DB11613,9,DB00673
DB00559,9,DB00678
DB00906,9,DB00673
DB00475,9,DB09048
DB06480,9,DB00704
DB09167,9,DB00006
DB00946,9,DB01127
DB06212,9,DB01217
DB09075,9,DB01259
DB00468,9,DB06603
DB06237,9,DB00289
DB00588,9,DB00503
DB01045,9,DB00681
DB09071,9,DB00976
DB11614,9,DB00673
DB00570,9,DB01264
DB08860,9,DB08909
DB12161,9,DB09063
DB00921,9,DB06290
DB00641,9,DB00741
DB06218,9,DB00322
DB00252,9,DB00472
DB00496,9,DB01182
DB00289,9,DB00503
DB01241,9,DB09063
DB00675,9,DB06290
DB09030,9,DB01149
DB00962,9,DB06717
DB01015,9,DB09048
DB00637,9,DB09073
DB00762,9,DB01264
DB01590,9,DB00773
DB08439,9,DB01254
DB00248,9,DB06717
DB00619,9,DB00582
DB00622,9,DB09048
DB08916,9,DB01595
DB08931,9,DB06695
DB00559,9,DB09054
DB06267,9,DB09073
DB00872,9,DB00454
DB11817,9,DB09291
DB04898,9,DB09063
DB08916,9,DB00624
DB01184,9,DB09065
DB00872,9,DB01224
DB00808,9,DB01199
DB00679,9,DB00224
DB01559,9,DB06717
DB00422,9,DB06603
DB00999,9,DB01337
DB09102,9,DB01264
DB01128,9,DB06290
DB01002,9,DB01072
DB09034,9,DB00243
DB00363,9,DB00243
DB00938,9,DB01319
DB00918,9,DB09073
DB00300,9,DB05521
DB00683,9,DB04876
DB01100,9,DB00220
DB00683,9,DB01197
DB00252,9,DB00628
DB06770,9,DB09063
DB00623,9,DB06708
DB00404,9,DB00176
DB00390,9,DB00210
DB06605,9,DB04855
DB00280,9,DB00834
DB00264,9,DB01623
DB09053,9,DB13874
DB06786,9,DB04573
DB06786,9,DB09054
DB11817,9,DB09063
DB00404,9,DB00790
DB00543,9,DB06228
DB01098,9,DB08815
DB01076,9,DB05812
DB01029,9,DB08881
DB01184,9,DB00188
DB06403,9,DB00673
DB01216,9,DB09118
DB09102,9,DB01149
DB01105,9,DB09073
DB09075,9,DB00213
DB01418,9,DB00338
DB00224,9,DB09073
DB01124,9,DB01097
DB00872,9,DB01138
DB01220,9,DB03796
DB00961,9,DB01359
DB00641,9,DB04876
DB01100,9,DB00872
DB11915,9,DB02703
DB06203,9,DB02703
DB00864,9,DB00446
DB00203,9,DB01072
DB00813,9,DB01149
DB00637,9,DB06717
DB08906,9,DB00673
DB08860,9,DB13139
DB00641,9,DB00361
DB00539,9,DB06717
DB00872,9,DB00231
DB01045,9,DB01099
DB00321,9,DB08820
DB09343,9,DB00206
DB00602,9,DB09073
DB01234,9,DB08881
DB00207,9,DB08820
DB01210,9,DB04896
DB04846,9,DB00472
DB05676,9,DB01032
DB00321,9,DB00492
DB01392,9,DB08933
DB00726,9,DB06290
DB00774,9,DB00940
DB01297,9,DB00715
DB00436,9,DB06702
DB00252,9,DB08943
DB00568,9,DB00501
DB09053,9,DB00528
DB09091,9,DB00255
DB06414,9,DB01157
DB00496,9,DB11730
DB00838,9,DB00890
DB00613,9,DB00641
DB09075,9,DB00690
DB06605,9,DB00263
DB00872,9,DB01232
DB00264,9,DB01023
DB09049,9,DB01138
DB00091,9,DB02703
DB09068,9,DB00503
DB08860,9,DB05812
DB00897,9,DB00722
DB00404,9,DB09073
DB00471,9,DB09063
DB00266,9,DB01101
DB00872,9,DB01424
DB00990,9,DB09330
DB01012,9,DB00834
DB00604,9,DB01254
DB06589,9,DB11817
DB09027,9,DB00726
DB05109,9,DB00220
DB00908,9,DB00826
DB00591,9,DB00582
DB08883,9,DB09048
DB00204,9,DB09048
DB09118,9,DB00349
DB00774,9,DB01062
DB06616,9,DB01098
DB01142,9,DB09063
DB01166,9,DB01601
DB00264,9,DB13874
DB12332,9,DB01182
DB06207,9,DB00501
DB06480,9,DB01037
DB08860,9,DB00752
DB00390,9,DB08976
DB04951,9,DB00207
DB00997,9,DB08899
DB00846,9,DB00976
DB00679,9,DB01576
DB01238,9,DB00673
DB00759,9,DB09073
DB00641,9,DB00370
DB09027,9,DB00224
DB09039,9,DB00752
DB00969,9,DB01254
DB08916,9,DB08899
DB00243,9,DB00320
DB01394,9,DB00586
DB00418,9,DB00313
DB00759,9,DB09048
DB00663,9,DB00655
DB13179,9,DB09118
DB11613,9,DB05812
DB00443,9,DB00243
DB01320,9,DB00528
DB09075,9,DB00328
DB06684,9,DB09054
DB01200,9,DB00199
DB01394,9,DB00678
DB01544,9,DB01254
DB00310,9,DB01199
DB01198,9,DB02703
DB09053,9,DB01030
DB01030,9,DB00381
DB09270,9,DB00678
DB00688,9,DB06210
DB08439,9,DB01101
DB00204,9,DB00681
DB00472,9,DB05812
DB08907,9,DB08933
DB06700,9,DB09330
DB01149,9,DB00834
DB00227,9,DB01211
DB00261,9,DB01609
DB08860,9,DB00619
DB09027,9,DB01026
DB00214,9,DB05812
DB00512,9,DB00461
DB00227,9,DB00006
DB01039,9,DB02703
DB09053,9,DB08873
DB00199,9,DB05521
DB00458,9,DB04898
DB01184,9,DB08865
DB00404,9,DB11586
DB00675,9,DB01403
DB09270,9,DB00549
DB00377,9,DB06717
DB06708,9,DB09048
DB00390,9,DB01182
DB06480,9,DB01259
DB05246,9,DB08933
DB09034,9,DB00619
DB06212,9,DB00091
DB08864,9,DB06717
DB01131,9,DB09118
DB00477,9,DB01264
DB01559,9,DB06290
DB06813,9,DB00963
DB00248,9,DB06335
DB09027,9,DB08865
DB01166,9,DB00338
DB00514,9,DB00673
DB00897,9,DB00701
DB01396,9,DB06290
DB00696,9,DB09477
DB00541,9,DB00333
DB09027,9,DB08901
DB09049,9,DB01259
DB01030,9,DB00490
DB00872,9,DB01018
DB06480,9,DB00502
DB06207,9,DB00976
DB00872,9,DB04835
DB09053,9,DB00199
DB00321,9,DB01261
DB00390,9,DB09330
DB01136,9,DB06700
DB01253,9,DB09118
DB13158,9,DB00655
DB00696,9,DB09570
DB09270,9,DB01254
DB08910,9,DB00243
DB09102,9,DB09054
DB06605,9,DB05521
DB00521,9,DB06603
DB00997,9,DB01264
DB00443,9,DB01026
DB01037,9,DB09063
DB01218,9,DB00289
DB00204,9,DB09040
DB08864,9,DB01628
DB00203,9,DB06335
DB09143,9,DB00619
DB04938,9,DB00976
DB00297,9,DB01264
DB09039,9,DB00834
DB01241,9,DB01254
DB01182,9,DB00705
DB08827,9,DB00238
DB01173,9,DB01254
DB08860,9,DB09074
DB00175,9,DB00481
DB09053,9,DB00313
DB00393,9,DB09054
DB00204,9,DB06717
DB06207,9,DB00316
DB00679,9,DB06412
DB00175,9,DB01200
DB00213,9,DB09330
DB09270,9,DB00701
DB08860,9,DB00872
DB08439,9,DB01601
DB01197,9,DB09065
DB01097,9,DB09291
DB00451,9,DB01254
DB00997,9,DB00305
DB13874,9,DB09330
DB04845,9,DB01167
DB00641,9,DB00435
DB09083,9,DB00289
DB08860,9,DB00370
DB00543,9,DB01597
DB00872,9,DB00234
DB08864,9,DB12070
DB00321,9,DB09065
DB01708,9,DB01254
DB01219,9,DB06717
DB00641,9,DB00446
DB01151,9,DB01348
DB01008,9,DB09330
DB06207,9,DB09118
DB01394,9,DB01234
DB00700,9,DB01264
DB00700,9,DB00238
DB01220,9,DB00669
DB08860,9,DB08881
DB01590,9,DB00215
DB01024,9,DB06636
DB09102,9,DB08820
DB13158,9,DB00220
DB11730,9,DB09065
DB09272,9,DB08880
DB08906,9,DB04573
DB05812,9,DB08933
DB08827,9,DB01149
DB08865,9,DB01149
DB00224,9,DB08933
DB00250,9,DB06717
DB06589,9,DB01394
DB00682,9,DB09048
DB06203,9,DB08820
DB00227,9,DB06412
DB08932,9,DB01601
DB01229,9,DB00834
DB06335,9,DB00220
DB00620,9,DB09118
DB00802,9,DB11730
DB00337,9,DB00834
DB06700,9,DB08933
DB01095,9,DB00647
DB00615,9,DB09063
DB06480,9,DB13874
DB00672,9,DB00834
DB05381,9,DB00834
DB09027,9,DB01221
DB08820,9,DB08865
DB00436,9,DB00462
DB04861,9,DB01012
DB08439,9,DB09063
DB06813,9,DB01050
DB01544,9,DB00673
DB00696,9,DB01211
DB00612,9,DB01254
DB00524,9,DB06702
DB09270,9,DB00199
DB08877,9,DB00834
DB09027,9,DB00091
DB00857,9,DB08820
DB12001,9,DB08933
DB00872,9,DB01129
DB08820,9,DB00285
DB01191,9,DB06603
DB11817,9,DB09048
DB01396,9,DB06145
DB00838,9,DB01072
DB06282,9,DB02703
DB00773,9,DB09073
DB01624,9,DB00188
DB00872,9,DB00943
DB00297,9,DB00264
DB06335,9,DB00673
DB00842,9,DB01254
DB00543,9,DB08882
DB00813,9,DB09330
DB01039,9,DB09118
DB08895,9,DB09054
DB06589,9,DB01253
DB00477,9,DB00440
DB00962,9,DB06290
DB00091,9,DB06717
DB00215,9,DB00951
DB00682,9,DB01101
DB00631,9,DB09291
DB00470,9,DB01263
DB06589,9,DB01137
DB00390,9,DB09570
DB06742,9,DB01254
DB01184,9,DB00238
DB00783,9,DB02703
DB06770,9,DB09330
DB06589,9,DB00997
DB00512,9,DB09084
DB00897,9,DB00519
DB00458,9,DB09048
DB12332,9,DB00834
DB01223,9,DB09063
DB08439,9,DB09054
DB06218,9,DB01149
DB00700,9,DB00661
DB00795,9,DB08880
DB00679,9,DB00715
DB09049,9,DB00305
DB09053,9,DB01076
DB00637,9,DB00582
DB01253,9,DB06228
DB00275,9,DB06210
DB09095,9,DB01167
DB06207,9,DB00796
DB03615,9,DB00300
DB01220,9,DB08820
DB00184,9,DB06290
DB00972,9,DB09073
DB00820,9,DB08873
DB09039,9,DB06603
DB00541,9,DB08816
DB08864,9,DB06742
DB06212,9,DB00503
DB00997,9,DB02703
DB01115,9,DB08881
DB00425,9,DB01254
DB08860,9,DB00358
DB00872,9,DB00343
DB00997,9,DB05812
DB09053,9,DB00283
DB06207,9,DB00470
DB04574,9,DB00834
DB06145,9,DB08820
DB00872,9,DB01006
DB00309,9,DB00196
DB08815,9,DB01319
DB01324,9,DB01337
DB09034,9,DB00254
DB06212,9,DB01072
DB00762,9,DB00582
DB00908,9,DB08881
DB00349,9,DB09330
DB00512,9,DB01014
DB09079,9,DB01104
DB00613,9,DB00622
DB11828,9,DB09330
DB06212,9,DB00668
DB00243,9,DB01115
DB06817,9,DB08864
DB00295,9,DB06717
DB01220,9,DB00826
DB00518,9,DB01254
DB08874,9,DB08881
DB06207,9,DB13874
DB01220,9,DB00966
DB01130,9,DB00673
DB01100,9,DB00932
DB01045,9,DB01157
DB02703,9,DB01232
DB00243,9,DB00564
DB00872,9,DB00477
DB01030,9,DB00477
DB01220,9,DB00343
DB00245,9,DB08933
DB01166,9,DB00705
DB00813,9,DB08873
DB00250,9,DB09073
DB00956,9,DB00289
DB01227,9,DB00834
DB01608,9,DB01131
DB01215,9,DB09048
DB06616,9,DB01015
DB00872,9,DB00778
DB08864,9,DB00285
DB00808,9,DB00219
DB01126,9,DB09063
DB00243,9,DB09040
DB00694,9,DB08933
DB00682,9,DB08820
DB08860,9,DB01151
DB00883,9,DB08933
DB00641,9,DB01062
DB00641,9,DB01234
DB00615,9,DB09041
DB00559,9,DB01026
DB08820,9,DB00619
DB00243,9,DB08901
DB08881,9,DB08880
DB01198,9,DB09074
DB00889,9,DB00673
DB06786,9,DB01264
DB01254,9,DB01118
DB09270,9,DB08896
DB00455,9,DB02703
DB00320,9,DB08933
DB00860,9,DB00976
DB09027,9,DB04868
DB00477,9,DB06290
DB00252,9,DB01023
DB00933,9,DB01611
DB01393,9,DB06290
DB00860,9,DB00243
DB01332,9,DB01032
DB00541,9,DB00234
DB11581,9,DB09291
DB00496,9,DB08820
DB08867,9,DB01072
DB00204,9,DB00351
DB01198,9,DB00188
DB06403,9,DB08933
DB00872,9,DB00768
DB01069,9,DB01611
DB00436,9,DB09076
DB00924,9,DB00278
DB06480,9,DB00975
DB00997,9,DB08880
DB09049,9,DB00508
DB00608,9,DB06717
DB08901,9,DB09073
DB01098,9,DB00468
DB00683,9,DB00006
DB01222,9,DB00834
DB06616,9,DB01301
DB00613,9,DB00530
DB09074,9,DB02703
DB00175,9,DB00752
DB08916,9,DB00623
DB01380,9,DB04573
DB00734,9,DB01264
DB01030,9,DB00458
DB01177,9,DB00300
DB00472,9,DB01264
DB06212,9,DB00959
DB13874,9,DB08820
DB08867,9,DB00283
DB09053,9,DB09238
DB08867,9,DB06717
DB04861,9,DB01403
DB06616,9,DB01062
DB08971,9,DB01118
DB00335,9,DB08918
DB09039,9,DB01403
DB11921,9,DB02703
DB00309,9,DB09330
DB00394,9,DB01118
DB09270,9,DB00091
DB01166,9,DB01118
DB01590,9,DB01200
DB01590,9,DB00270
DB00898,9,DB00661
DB09049,9,DB01054
DB06207,9,DB00243
DB06616,9,DB00254
DB06480,9,DB01244
DB00541,9,DB01023
DB01015,9,DB08933
DB01220,9,DB00877
DB09039,9,DB08873
DB06616,9,DB00635
DB06616,9,DB04946
DB11613,9,DB08880
DB00682,9,DB06701
DB00332,9,DB06603
DB00842,9,DB02703
DB00180,9,DB09330
DB01095,9,DB09297
DB00873,9,DB01149
DB00264,9,DB00763
DB00393,9,DB00220
DB00393,9,DB00196
DB00674,9,DB09065
DB06813,9,DB00795
DB01220,9,DB00215
DB01224,9,DB09118
DB01211,9,DB09073
DB09049,9,DB00361
DB01100,9,DB00582
DB00872,9,DB00518
DB01394,9,DB00514
DB00897,9,DB00976
DB09270,9,DB06717
DB00477,9,DB09065
DB00436,9,DB00810
DB08912,9,DB09118
DB03756,9,DB00834
DB00997,9,DB01156
DB00175,9,DB01211
DB00613,9,DB08828
DB09034,9,DB01026
DB01628,9,DB02703
DB06207,9,DB00196
DB00264,9,DB01029
DB01076,9,DB01601
DB01021,9,DB01338
DB01590,9,DB01110
DB06616,9,DB00440
DB00477,9,DB09274
DB00243,9,DB01239
DB09238,9,DB00196
DB00628,9,DB09063
DB08916,9,DB01138
DB00897,9,DB06290
DB09095,9,DB00673
DB01100,9,DB09054
DB01236,9,DB09330
DB08864,9,DB00358
DB08971,9,DB01167
DB01590,9,DB01076
DB00252,9,DB01215
DB00696,9,DB00199
DB01021,9,DB00967
DB00762,9,DB01072
DB08905,9,DB01026
DB01190,9,DB09330
DB00613,9,DB00412
DB00872,9,DB05294
DB00694,9,DB08820
DB09063,9,DB08873
DB09123,9,DB01211
DB06772,9,DB01072
DB01590,9,DB00196
DB00502,9,DB09330
DB01587,9,DB06290
DB09039,9,DB00673
DB00641,9,DB01100
DB01377,9,DB01436
DB09027,9,DB01037
DB05521,9,DB02703
DB00498,9,DB00976
DB04841,9,DB01609
DB01002,9,DB08873
DB06772,9,DB00582
DB04946,9,DB09073
DB11614,9,DB05812
DB00623,9,DB01131
DB09079,9,DB01138
DB09078,9,DB02703
DB01273,9,DB01059
DB00264,9,DB00227
DB00188,9,DB05812
DB00759,9,DB00673
DB01220,9,DB01045
DB00540,9,DB09065
DB01396,9,DB09048
DB00543,9,DB04898
DB06212,9,DB06268
DB09241,9,DB00205
DB01250,9,DB01032
DB09071,9,DB05812
DB01045,9,DB05812
DB09128,9,DB00285
DB00339,9,DB09073
DB00297,9,DB04861
DB08864,9,DB05521
DB01435,9,DB06290
DB00615,9,DB00196
DB00288,9,DB01601
DB00223,9,DB04575
DB01067,9,DB06290
DB01047,9,DB01357
DB01220,9,DB04794
DB01039,9,DB09330
DB06237,9,DB09054
DB09128,9,DB01601
DB00949,9,DB06290
DB01198,9,DB01026
DB01394,9,DB00520
DB00512,9,DB00688
DB09104,9,DB00136
DB06616,9,DB11363
DB00390,9,DB01261
DB09039,9,DB00501
DB00813,9,DB00976
DB00641,9,DB06603
DB09270,9,DB00257
DB00999,9,DB00986
DB09270,9,DB01204
DB00568,9,DB01609
DB00680,9,DB00664
DB06212,9,DB11730
DB00404,9,DB08933
DB01242,9,DB01012
DB09123,9,DB00932
DB01100,9,DB09063
DB00153,9,DB09118
DB08816,9,DB11730
DB08907,9,DB09063
DB00243,9,DB00502
DB00253,9,DB00783
DB09075,9,DB00622
DB06702,9,DB09330
DB00850,9,DB09065
DB00344,9,DB06335
DB09039,9,DB12332
DB00934,9,DB06603
DB00187,9,DB06700
DB00700,9,DB00224
DB00999,9,DB00392
DB01708,9,DB09330
DB00359,9,DB09073
DB08918,9,DB01149
DB01418,9,DB06701
DB01098,9,DB00989
DB00563,9,DB11079
DB00741,9,DB01254
DB09049,9,DB01072
DB00700,9,DB00285
DB00938,9,DB09330
DB11362,9,DB08881
DB01173,9,DB06717
DB01192,9,DB05812
DB06616,9,DB08864
DB01325,9,DB01062
DB01076,9,DB02703
DB00736,9,DB06717
DB01095,9,DB00570
DB00620,9,DB00783
DB00912,9,DB00224
DB00243,9,DB00936
DB00872,9,DB00531
DB00310,9,DB00219
DB00227,9,DB01275
DB00682,9,DB00448
DB06203,9,DB09063
DB01062,9,DB02703
DB00872,9,DB00495
DB00091,9,DB00722
DB06786,9,DB01072
DB01074,9,DB09048
DB00687,9,DB00890
DB08828,9,DB09063
DB00976,9,DB06290
DB09102,9,DB00673
DB09049,9,DB04855
DB06403,9,DB00243
DB01138,9,DB06717
DB01008,9,DB00239
DB00353,9,DB01348
DB00748,9,DB06717
DB00596,9,DB01167
DB00571,9,DB00673
DB01220,9,DB00421
DB00907,9,DB09073
DB01166,9,DB01095
DB04861,9,DB00622
DB01184,9,DB06636
DB01184,9,DB01589
DB00320,9,DB00834
DB00379,9,DB06717
DB09075,9,DB01242
DB01100,9,DB00270
DB04868,9,DB08880
DB00320,9,DB01263
DB01220,9,DB01072
DB06589,9,DB00704
DB04938,9,DB01124
DB00997,9,DB01012
DB08816,9,DB00834
DB00252,9,DB01007
DB06589,9,DB00458
DB00186,9,DB01032
DB12483,9,DB00243
DB06605,9,DB00257
DB00740,9,DB01609
DB00227,9,DB00435
DB09049,9,DB00623
DB09075,9,DB00333
DB06237,9,DB09048
DB01076,9,DB09065
DB00568,9,DB00196
DB00845,9,DB08820
DB00482,9,DB09118
DB00589,9,DB08933
DB00672,9,DB06799
DB00248,9,DB01261
DB09216,9,DB01032
DB00481,9,DB09048
DB01394,9,DB00027
DB01394,9,DB06212
DB00726,9,DB00584
DB00563,9,DB06210
DB00636,9,DB08820
DB00470,9,DB00359
DB06211,9,DB01032
DB00872,9,DB01248
DB00872,9,DB00708
DB00818,9,DB00683
DB00318,9,DB05812
DB01394,9,DB00602
DB04845,9,DB09330
DB00294,9,DB09065
DB00563,9,DB00812
DB09027,9,DB13874
DB06813,9,DB01032
DB08930,9,DB00243
DB01184,9,DB00872
DB00203,9,DB04898
DB00512,9,DB06736
DB06480,9,DB09054
DB00909,9,DB06290
DB01074,9,DB00501
DB09084,9,DB01032
DB09214,9,DB01032
DB06144,9,DB06717
DB09270,9,DB04855
DB06480,9,DB00358
DB01324,9,DB00392
DB00248,9,DB08820
DB00889,9,DB02703
DB08895,9,DB09065
DB00541,9,DB12001
DB09075,9,DB00091
DB08903,9,DB00976
DB00564,9,DB01194
DB00636,9,DB09063
DB00924,9,DB00701
DB01624,9,DB00220
DB00997,9,DB00300
DB01047,9,DB00783
DB01198,9,DB00227
DB08916,9,DB00213
DB01264,9,DB06290
DB01166,9,DB00199
DB01590,9,DB00790
DB01259,9,DB06290
DB00813,9,DB09183
DB00672,9,DB00196
DB09296,9,DB09291
DB00317,9,DB06210
DB08439,9,DB09073
DB09075,9,DB01167
DB08868,9,DB02703
DB00697,9,DB00215
DB00820,9,DB00932
DB08916,9,DB00915
DB09027,9,DB00669
DB00759,9,DB00834
DB00987,9,DB01156
DB00620,9,DB06717
DB00678,9,DB08820
DB00204,9,DB00188
DB00554,9,DB01032
DB00678,9,DB09063
DB06589,9,DB00921
DB12070,9,DB08880
DB01166,9,DB13179
DB00220,9,DB09073
DB06237,9,DB00285
DB00977,9,DB09063
DB00768,9,DB09048
DB00498,9,DB01167
DB00425,9,DB09073
DB01203,9,DB01104
DB01424,9,DB09118
DB06616,9,DB00675
DB00425,9,DB09063
DB01030,9,DB04855
DB01118,9,DB00834
DB00379,9,DB08933
DB00687,9,DB00224
DB06708,9,DB01263
DB00531,9,DB00673
DB00243,9,DB00773
DB01177,9,DB06603
DB08820,9,DB12332
DB00204,9,DB01167
DB06237,9,DB08933
DB01166,9,DB00661
DB00363,9,DB09118
DB01190,9,DB08933
DB08916,9,DB01104
DB00193,9,DB01601
DB01218,9,DB01149
DB06684,9,DB09073
DB00296,9,DB02703
DB00755,9,DB00673
DB00896,9,DB09065
DB00371,9,DB08933
DB00925,9,DB00673
DB04574,9,DB09048
DB00185,9,DB06603
DB06403,9,DB06210
DB01069,9,DB00440
DB08889,9,DB08881
DB00176,9,DB08881
DB00959,9,DB09118
DB01175,9,DB09063
DB00394,9,DB01264
DB09079,9,DB00401
DB00316,9,DB01032
DB01098,9,DB01217
DB11730,9,DB01263
DB00679,9,DB01195
DB00862,9,DB01118
DB00243,9,DB00690
DB01098,9,DB01435
DB08860,9,DB00951
DB00252,9,DB00936
DB00496,9,DB00673
DB08916,9,DB00813
DB01253,9,DB00691
DB06813,9,DB00788
DB04908,9,DB00957
DB00309,9,DB06636
DB00264,9,DB00967
DB00623,9,DB01117
DB08820,9,DB00091
DB01130,9,DB00655
DB00381,9,DB06290
DB00243,9,DB01243
DB11915,9,DB09048
DB09027,9,DB00333
DB00872,9,DB04946
DB12001,9,DB08880
DB06480,9,DB00316
DB01029,9,DB01609
DB01394,9,DB00316
DB06589,9,DB01030
DB01100,9,DB01167
DB00873,9,DB04573
DB00563,9,DB00338
DB04938,9,DB01264
DB05541,9,DB08933
DB00836,9,DB09118
DB01018,9,DB09063
DB00877,9,DB09296
DB00846,9,DB01357
DB00202,9,DB01199
DB06708,9,DB01264
DB04920,9,DB09065
DB00997,9,DB04855
DB01218,9,DB09074
DB11730,9,DB00582
DB04868,9,DB08881
DB00751,9,DB01589
DB00872,9,DB01236
DB00264,9,DB01037
DB01201,9,DB00257
DB01559,9,DB08820
DB01130,9,DB00220
DB00373,9,DB08881
